LCU,LSU,MXCU,RC0,RC1,RC2,RC3
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
NOP,NOP/NOP,NOP,NOP,NOP,NOP,NOP
